id,datetime,visitor_id,device_type,revenue,tax,device_name
1,2019-10-05 00:00:00,1016870803637,1,130.97519061246027,0.19,Desktop
2,2019-10-11 00:00:00,48076008851343,4,215.4242174915013,0.07,Unknown
3,2019-08-19 00:00:00,72300317870324,2,373.64150324951714,0.07,Tablet
4,2019-10-14 00:00:00,84516511452821,3,442.436307016467,0.19,Mobile Phone
5,2019-09-10 00:00:00,44780848857001,3,501.11013213136516,0.07,Mobile Phone
6,2019-09-20 00:00:00,54145933160851,2,44.51554183418767,0.07,Tablet
7,2019-10-13 00:00:00,68564288760762,4,381.44920510129936,0.19,Unknown
8,2019-10-22 00:00:00,74593067572606,2,123.4027612356585,0.07,Tablet
9,2019-08-12 00:00:00,74912374801029,4,615.0676339912559,0.07,Unknown
10,2019-10-25 00:00:00,67206600864292,4,21.650471089694005,0.07,Unknown
11,2019-10-28 00:00:00,72257448527137,4,247.87584669569773,0.19,Unknown
12,2019-08-16 00:00:00,31161783828987,2,657.7940533551877,0.07,Tablet
13,2019-09-21 00:00:00,74019332491246,3,128.49236933398495,0.07,Mobile Phone
14,2019-10-19 00:00:00,97387717610795,4,491.5856975455254,0.07,Unknown
15,2019-09-03 00:00:00,45101854301536,4,194.58483150362818,0.19,Unknown
16,2019-08-07 00:00:00,39618162285184,4,126.95205312608564,0.19,Unknown
17,2019-09-22 00:00:00,79503222532643,3,197.68772482234257,0.07,Mobile Phone
18,2019-11-01 00:00:00,47711898936813,4,676.4551928257324,0.07,Unknown
19,2019-10-27 00:00:00,27411965646696,3,112.73770165010063,0.07,Mobile Phone
20,2019-09-14 00:00:00,79047396341564,3,506.707990372367,0.19,Mobile Phone
21,2019-10-19 00:00:00,11315178096070,3,328.5747726432339,0.19,Mobile Phone
22,2019-10-16 00:00:00,24012466194495,1,201.24777849969573,0.19,Desktop
23,2019-09-19 00:00:00,17029684917498,1,472.94471104373787,0.07,Desktop
24,2019-09-14 00:00:00,59005300724987,2,13.80113588165651,0.19,Tablet
25,2019-10-23 00:00:00,96729202710375,2,301.8291506345609,0.07,Tablet
26,2019-09-18 00:00:00,13585562094666,2,482.7177924460211,0.07,Tablet
27,2019-09-07 00:00:00,51653737316798,2,479.81078901485745,0.07,Tablet
28,2019-09-26 00:00:00,6224970231388,3,584.0481460770809,0.19,Mobile Phone
29,2019-09-06 00:00:00,86017690185412,2,568.0810607079612,0.19,Tablet
30,2019-09-05 00:00:00,30526682294845,2,92.1394801131284,0.07,Tablet
31,2019-10-10 00:00:00,52164460431246,2,544.6668877094194,0.07,Tablet
32,2019-09-12 00:00:00,2086917030708,1,394.224714948451,0.19,Desktop
33,2019-10-13 00:00:00,55711069540774,2,227.607034409635,0.07,Tablet
34,2019-08-07 00:00:00,69512920708889,4,114.81218249738801,0.19,Unknown
35,2019-09-22 00:00:00,81079023380836,2,181.34187686565818,0.07,Tablet
36,2019-10-15 00:00:00,43129968770844,2,677.8891555736436,0.19,Tablet
37,2019-10-09 00:00:00,3979029989679,3,363.48347816588097,0.07,Mobile Phone
38,2019-08-11 00:00:00,25662618227295,2,194.32340421223174,0.07,Tablet
39,2019-10-02 00:00:00,84878295639931,2,713.2176998508544,0.07,Tablet
40,2019-08-13 00:00:00,96481967263931,3,337.1621806920895,0.07,Mobile Phone
41,2019-09-01 00:00:00,5912788198719,1,3.9101924339283634,0.19,Desktop
42,2019-08-14 00:00:00,56713558605689,4,539.5842567544224,0.19,Unknown
43,2019-08-11 00:00:00,32541817151812,1,239.9275535397149,0.07,Desktop
44,2019-11-01 00:00:00,15363719371717,4,331.8508601467675,0.19,Unknown
45,2019-09-14 00:00:00,47447038460279,1,727.5784579078171,0.07,Desktop
46,2019-09-07 00:00:00,98093108644448,4,422.83002499873044,0.07,Unknown
47,2019-08-19 00:00:00,60505299592873,4,667.5052465925712,0.19,Unknown
48,2019-09-22 00:00:00,18151304632325,4,718.790210345017,0.07,Unknown
49,2019-10-31 00:00:00,49179450419439,2,429.3965378043176,0.07,Tablet
50,2019-08-30 00:00:00,98117926509986,1,439.4018012443817,0.19,Desktop
51,2019-09-17 00:00:00,65247762491065,3,662.5092064111689,0.19,Mobile Phone
52,2019-08-12 00:00:00,54278578539092,3,283.2929527875117,0.19,Mobile Phone
53,2019-08-12 00:00:00,4174132061868,3,36.012399509892155,0.19,Mobile Phone
54,2019-09-07 00:00:00,39041927718356,4,333.73757127972584,0.07,Unknown
55,2019-08-23 00:00:00,49834338770012,4,168.07685570791807,0.07,Unknown
56,2019-08-06 00:00:00,83705422749370,3,165.72008776068483,0.07,Mobile Phone
57,2019-10-20 00:00:00,97378615648630,2,306.32987716116656,0.19,Tablet
58,2019-10-12 00:00:00,51770556649116,1,396.0701044066564,0.19,Desktop
59,2019-10-22 00:00:00,62376855740939,1,400.50910138716876,0.19,Desktop
60,2019-10-31 00:00:00,63263969223132,1,630.2215712661842,0.19,Desktop
61,2019-10-11 00:00:00,15844317367520,3,648.0457231814808,0.19,Mobile Phone
62,2019-09-06 00:00:00,96183215176895,2,196.04669952652577,0.07,Tablet
63,2019-09-12 00:00:00,41359763290548,4,583.6621276847292,0.19,Unknown
64,2019-10-23 00:00:00,26405162744862,1,303.36167500151424,0.19,Desktop
65,2019-10-16 00:00:00,70337502894181,4,541.9747813680015,0.07,Unknown
66,2019-10-21 00:00:00,41216233649883,2,529.4976271144598,0.19,Tablet
67,2019-08-23 00:00:00,4876869989137,1,73.40641137413664,0.19,Desktop
68,2019-11-02 00:00:00,17420819132113,2,578.520823352357,0.19,Tablet
69,2019-09-16 00:00:00,71533889310724,1,454.64016119010466,0.07,Desktop
70,2019-09-21 00:00:00,69063018278676,2,566.0573908624323,0.07,Tablet
71,2019-08-06 00:00:00,26405162744862,3,433.5318941353721,0.19,Mobile Phone
72,2019-09-29 00:00:00,72306775690261,1,237.64440130402224,0.07,Desktop
73,2019-10-01 00:00:00,55748762270042,2,77.00134020355206,0.07,Tablet
74,2019-08-19 00:00:00,55129633864856,4,702.3256020752845,0.19,Unknown
75,2019-08-27 00:00:00,71555221033864,3,383.53709148348133,0.19,Mobile Phone
76,2019-10-30 00:00:00,5371803120594,3,65.75191894472162,0.19,Mobile Phone
77,2019-10-08 00:00:00,89169928347381,4,402.7024147474228,0.07,Unknown
78,2019-09-09 00:00:00,98338420914387,2,322.0742347246198,0.07,Tablet
79,2019-10-22 00:00:00,62306243600469,2,128.58234534274632,0.07,Tablet
80,2019-10-26 00:00:00,20627283282981,4,41.42884451415451,0.07,Unknown
81,2019-08-07 00:00:00,52720509537266,3,515.1264492688722,0.07,Mobile Phone
82,2019-10-08 00:00:00,18631966576892,1,133.53873582884876,0.07,Desktop
83,2019-08-11 00:00:00,83816064792318,4,305.10950023752184,0.07,Unknown
84,2019-09-25 00:00:00,51299022059247,4,241.28448220430658,0.07,Unknown
85,2019-09-23 00:00:00,90406081566701,1,321.9704890813394,0.07,Desktop
86,2019-10-18 00:00:00,65998840166045,2,668.923053043776,0.07,Tablet
87,2019-10-04 00:00:00,64865075758500,3,244.6772302504225,0.19,Mobile Phone
88,2019-09-08 00:00:00,71971062719432,3,171.3812134518728,0.19,Mobile Phone
89,2019-09-16 00:00:00,47093250236633,4,144.00016858845635,0.07,Unknown
90,2019-09-12 00:00:00,80898667393819,3,563.5345517262712,0.07,Mobile Phone
91,2019-09-03 00:00:00,22505388009858,1,7.513635711556549,0.07,Desktop
92,2019-10-04 00:00:00,38716489905123,1,19.954772917526558,0.07,Desktop
93,2019-10-18 00:00:00,53802011890484,1,235.180871687364,0.07,Desktop
94,2019-09-30 00:00:00,21908695782659,2,408.79861997622305,0.19,Tablet
95,2019-10-08 00:00:00,90056560307925,4,639.1624311613892,0.19,Unknown
96,2019-08-14 00:00:00,53508804122862,4,553.2655623014111,0.19,Unknown
97,2019-10-03 00:00:00,16049318864052,2,301.3070490269972,0.19,Tablet
98,2019-09-11 00:00:00,57304043501325,2,661.4516865622646,0.19,Tablet
99,2019-10-18 00:00:00,48585243503879,1,145.25154913907355,0.19,Desktop
100,2019-08-15 00:00:00,91535585891862,2,121.12570298511407,0.19,Tablet
101,2019-10-01 00:00:00,9281408126544,1,340.2461328043545,0.07,Desktop
102,2019-10-23 00:00:00,66936803455365,4,346.3219129395258,0.19,Unknown
103,2019-09-13 00:00:00,3620244770672,2,263.597207594897,0.07,Tablet
104,2019-09-06 00:00:00,24415201533027,4,550.077748644221,0.07,Unknown
105,2019-08-10 00:00:00,16017849869680,1,269.7081555769218,0.07,Desktop
106,2019-09-11 00:00:00,16788677621254,4,170.62345198219583,0.19,Unknown
107,2019-08-28 00:00:00,97387717610795,4,556.6259766911882,0.19,Unknown
108,2019-08-19 00:00:00,80913862475882,1,540.790021856042,0.07,Desktop
109,2019-10-10 00:00:00,4018486171538,1,410.1339720943794,0.19,Desktop
110,2019-08-07 00:00:00,33554454888315,4,551.1568803701117,0.07,Unknown
111,2019-09-10 00:00:00,92135875173920,4,110.20812442520652,0.07,Unknown
112,2019-09-02 00:00:00,14434468476221,3,555.9966609722618,0.19,Mobile Phone
113,2019-08-06 00:00:00,73892145464552,3,647.5391265556796,0.19,Mobile Phone
114,2019-11-02 00:00:00,26065535427631,3,540.7534538523853,0.19,Mobile Phone
115,2019-10-03 00:00:00,20104247976544,2,51.249811573380455,0.07,Tablet
116,2019-09-30 00:00:00,11071240449757,1,64.98293706359084,0.19,Desktop
117,2019-10-26 00:00:00,34402063431352,3,154.62946454339718,0.07,Mobile Phone
118,2019-10-22 00:00:00,87979838607055,3,147.7571802479158,0.19,Mobile Phone
119,2019-08-30 00:00:00,24371325021137,1,708.5732187637105,0.19,Desktop
120,2019-09-09 00:00:00,94923739193007,3,407.66425829993733,0.19,Mobile Phone
121,2019-10-20 00:00:00,2144985475998,3,91.13742248812663,0.19,Mobile Phone
122,2019-10-15 00:00:00,32230429966306,4,33.25857565174535,0.19,Unknown
123,2019-08-26 00:00:00,70302616411659,1,724.5388766024823,0.19,Desktop
124,2019-08-19 00:00:00,33473130421512,1,56.75188142418552,0.07,Desktop
125,2019-08-24 00:00:00,30242889444581,3,320.881479021332,0.19,Mobile Phone
126,2019-09-24 00:00:00,62547685303839,4,343.44436791592005,0.07,Unknown
127,2019-08-24 00:00:00,29739454337412,2,423.3519539643467,0.07,Tablet
128,2019-09-14 00:00:00,58342887421824,2,293.28017715446146,0.07,Tablet
129,2019-08-22 00:00:00,57711266526931,4,642.0566215895957,0.07,Unknown
130,2019-08-28 00:00:00,58711966291507,3,511.5259634824011,0.07,Mobile Phone
131,2019-09-17 00:00:00,98020091458039,4,164.76320507152298,0.19,Unknown
132,2019-08-15 00:00:00,2404178036246,3,503.5892830016395,0.19,Mobile Phone
133,2019-09-01 00:00:00,63200906034394,3,735.8914411373547,0.19,Mobile Phone
134,2019-09-26 00:00:00,76263612485018,2,727.215515246286,0.19,Tablet
135,2019-09-11 00:00:00,79057738218250,2,22.87210304567465,0.07,Tablet
136,2019-10-15 00:00:00,74811486670216,4,320.5649784801496,0.19,Unknown
137,2019-10-25 00:00:00,39968721847105,4,168.45544338535322,0.07,Unknown
138,2019-08-13 00:00:00,57768575774419,4,0.7925300015209551,0.07,Unknown
139,2019-09-10 00:00:00,46626363688036,4,35.32603676935383,0.07,Unknown
140,2019-08-15 00:00:00,26379414989804,1,111.52675661811955,0.19,Desktop
141,2019-09-13 00:00:00,86373249798687,2,673.7703164250287,0.07,Tablet
142,2019-09-28 00:00:00,73041876226907,4,283.57060053958406,0.19,Unknown
143,2019-10-19 00:00:00,82937968309427,3,364.41039467738153,0.07,Mobile Phone
144,2019-10-20 00:00:00,31874138200182,4,450.7193269503651,0.07,Unknown
145,2019-08-22 00:00:00,8746901373044,2,16.244264610807456,0.19,Tablet
146,2019-09-09 00:00:00,32766694536511,3,206.36214221609518,0.07,Mobile Phone
147,2019-08-11 00:00:00,53380026029283,3,201.66534094189538,0.19,Mobile Phone
148,2019-08-17 00:00:00,64694086206474,4,248.38879787088425,0.07,Unknown
149,2019-09-17 00:00:00,78033327432238,1,271.7527769415318,0.07,Desktop
150,2019-08-07 00:00:00,61596726268355,4,442.3570383923176,0.07,Unknown
151,2019-09-22 00:00:00,696471322797,2,190.02995393318957,0.07,Tablet
152,2019-10-18 00:00:00,17074544653216,1,591.1821349298644,0.07,Desktop
153,2019-10-26 00:00:00,46867499719996,1,617.2603209600464,0.19,Desktop
154,2019-10-27 00:00:00,72515262185313,2,442.5508849078162,0.19,Tablet
155,2019-08-06 00:00:00,29338400618673,1,156.48638188764008,0.19,Desktop
156,2019-11-01 00:00:00,58384091037630,4,601.70040137663,0.07,Unknown
157,2019-10-22 00:00:00,75044192427365,3,145.6598096722095,0.07,Mobile Phone
158,2019-10-19 00:00:00,82022647357682,4,638.3117040916383,0.07,Unknown
159,2019-08-11 00:00:00,72714931690865,1,623.3094146834055,0.19,Desktop
160,2019-10-24 00:00:00,99094913875672,1,238.44232006627385,0.19,Desktop
161,2019-10-11 00:00:00,48838228682393,3,491.1017685815364,0.19,Mobile Phone
162,2019-10-21 00:00:00,12832092260284,1,63.17757067441703,0.19,Desktop
163,2019-09-20 00:00:00,28393368948826,2,127.35610053186704,0.19,Tablet
164,2019-08-30 00:00:00,45281151514884,4,379.34809959335337,0.19,Unknown
165,2019-08-06 00:00:00,18806762222218,4,494.5958231261624,0.19,Unknown
166,2019-11-03 00:00:00,48133977535357,1,534.8215962305236,0.07,Desktop
167,2019-09-14 00:00:00,86291335955461,1,390.8962957899461,0.07,Desktop
168,2019-10-03 00:00:00,10441179245759,4,515.989662653691,0.07,Unknown
169,2019-09-07 00:00:00,86202254902906,2,120.11500495591024,0.07,Tablet
170,2019-09-13 00:00:00,6397692115309,2,502.8521959623298,0.07,Tablet
171,2019-10-09 00:00:00,49451679619828,4,690.8630080468627,0.19,Unknown
172,2019-11-03 00:00:00,85329349401224,2,26.71423085825761,0.19,Tablet
173,2019-11-03 00:00:00,11478239028512,4,722.2815185695673,0.19,Unknown
174,2019-09-10 00:00:00,79540047544052,4,288.4877014228407,0.19,Unknown
175,2019-10-24 00:00:00,25249238738718,3,223.83475275274333,0.19,Mobile Phone
176,2019-09-28 00:00:00,92028604144104,1,88.22503969247376,0.19,Desktop
177,2019-10-08 00:00:00,38469549974220,2,156.82652096383205,0.07,Tablet
178,2019-09-20 00:00:00,31147233899056,2,24.6559182445382,0.19,Tablet
179,2019-10-13 00:00:00,72166646925123,1,291.08164956020966,0.19,Desktop
180,2019-10-29 00:00:00,20822310027153,4,276.54540231705045,0.07,Unknown
181,2019-08-29 00:00:00,17015371063415,4,592.7064623359141,0.07,Unknown
182,2019-09-28 00:00:00,84610345702327,3,151.3250677529662,0.07,Mobile Phone
183,2019-09-05 00:00:00,98414938682825,4,147.96340998479482,0.07,Unknown
184,2019-10-23 00:00:00,63166487186959,2,486.55341036393986,0.19,Tablet
185,2019-08-28 00:00:00,78621644312950,3,20.948542946827995,0.19,Mobile Phone
186,2019-10-25 00:00:00,2521639348317,4,615.4169898302371,0.07,Unknown
187,2019-10-02 00:00:00,37199673053588,1,437.74297734388244,0.19,Desktop
188,2019-08-26 00:00:00,77897436341417,1,455.0959660963943,0.07,Desktop
189,2019-08-24 00:00:00,82720402786607,3,180.52336387306897,0.07,Mobile Phone
190,2019-10-08 00:00:00,61217730502305,1,431.04330831940405,0.07,Desktop
191,2019-10-13 00:00:00,15349552823277,3,696.2905657368742,0.19,Mobile Phone
192,2019-10-29 00:00:00,83156790900938,2,256.9597279049107,0.07,Tablet
193,2019-10-16 00:00:00,81429640855024,3,458.6108368021127,0.19,Mobile Phone
194,2019-09-01 00:00:00,26726126683197,1,537.4178419377774,0.07,Desktop
195,2019-08-21 00:00:00,67272237547020,1,609.3491087761508,0.19,Desktop
196,2019-08-27 00:00:00,57272798494141,3,563.0802955216536,0.07,Mobile Phone
197,2019-09-07 00:00:00,37634138685633,2,250.99408677732478,0.19,Tablet
198,2019-08-22 00:00:00,65668315736227,2,554.8626416227512,0.07,Tablet
199,2019-08-09 00:00:00,77625437166605,1,676.7101887017782,0.19,Desktop
200,2019-10-28 00:00:00,37532206428843,3,310.6706832134497,0.19,Mobile Phone
201,2019-09-15 00:00:00,17556095599792,4,408.1911256895628,0.07,Unknown
202,2019-09-14 00:00:00,32601703238920,4,617.614149819243,0.19,Unknown
203,2019-08-12 00:00:00,8211386250130,3,280.965441454112,0.07,Mobile Phone
204,2019-10-23 00:00:00,18382673212693,1,563.7113418880939,0.19,Desktop
205,2019-09-01 00:00:00,22399115224220,1,695.4687270293914,0.07,Desktop
206,2019-10-05 00:00:00,38712799665538,4,541.2916005001092,0.07,Unknown
207,2019-10-26 00:00:00,93507204971755,3,326.6393230311531,0.19,Mobile Phone
208,2019-10-21 00:00:00,7382127522277,1,514.4755040743216,0.07,Desktop
209,2019-09-20 00:00:00,10698522990654,4,160.8267230274615,0.07,Unknown
210,2019-08-11 00:00:00,68338791853544,4,401.1132948233007,0.07,Unknown
